assembly ID	domain	phylum	class	order	family	genus	species	full scientific name	metabolism
GCA_000836015	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter pittii	<I>Acinetobacter</I> <I>pittii</I> Nemec et al. 2011	aerobe
GCA_000931895	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter pittii	<I>Acinetobacter</I> <I>pittii</I> Nemec et al. 2011	aerobe
GCA_001605895	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter pragensis	<I>Acinetobacter</I> <I>pragensis</I> Radolfova-Krizova et al. 2016	aerobe
GCA_000248115	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter radioresistens	<I>Acinetobacter</I> <I>radioresistens</I> Nishimura et al. 1988	aerobe
GCA_000368905	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter radioresistens	<I>Acinetobacter</I> <I>radioresistens</I> Nishimura et al. 1988	aerobe
GCA_000972345	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter radioresistens	<I>Acinetobacter</I> <I>radioresistens</I> Nishimura et al. 1988	aerobe
GCA_001917365	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter radioresistens	<I>Acinetobacter</I> <I>radioresistens</I> Nishimura et al. 1988	aerobe
GCA_002298825	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter radioresistens	<I>Acinetobacter</I> <I>radioresistens</I> Nishimura et al. 1988	aerobe
GCA_002304865	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter radioresistens	<I>Acinetobacter</I> <I>radioresistens</I> Nishimura et al. 1988	aerobe
GCA_002307975	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter radioresistens	<I>Acinetobacter</I> <I>radioresistens</I> Nishimura et al. 1988	aerobe
GCA_002320955	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter radioresistens	<I>Acinetobacter</I> <I>radioresistens</I> Nishimura et al. 1988	aerobe
GCA_002325085	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter radioresistens	<I>Acinetobacter</I> <I>radioresistens</I> Nishimura et al. 1988	aerobe
GCA_002331905	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter radioresistens	<I>Acinetobacter</I> <I>radioresistens</I> Nishimura et al. 1988	aerobe
GCA_000248135	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter ursingii	<I>Acinetobacter</I> <I>ursingii</I> Nemec et al. 2001	aerobe
GCA_000368825	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter ursingii	<I>Acinetobacter</I> <I>ursingii</I> Nemec et al. 2001	aerobe
GCA_000934145	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter ursingii	<I>Acinetobacter</I> <I>ursingii</I> Nemec et al. 2001	aerobe
GCA_000949815	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter ursingii	<I>Acinetobacter</I> <I>ursingii</I> Nemec et al. 2001	aerobe
GCA_000949835	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter ursingii	<I>Acinetobacter</I> <I>ursingii</I> Nemec et al. 2001	aerobe
GCA_001056675	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter ursingii	<I>Acinetobacter</I> <I>ursingii</I> Nemec et al. 2001	aerobe
GCA_001485045	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter ursingii	<I>Acinetobacter</I> <I>ursingii</I> Nemec et al. 2001	aerobe
GCA_002294155	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter ursingii	<I>Acinetobacter</I> <I>ursingii</I> Nemec et al. 2001	aerobe
GCA_002294685	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter ursingii	<I>Acinetobacter</I> <I>ursingii</I> Nemec et al. 2001	aerobe
GCA_002323285	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter ursingii	<I>Acinetobacter</I> <I>ursingii</I> Nemec et al. 2001	aerobe
GCA_002285415	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Actibacterium	Actibacterium pelagium	<I>Actibacterium</I> <I>pelagium</I> Guo et al. 2017	aerobe
GCA_002285435	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Actibacterium	Actibacterium ureilyticum	<I>Actibacterium</I> <I>ureilyticum</I> Lin et al. 2016	aerobe
GCA_900444945	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	Actinobacillus lignieresii	<I>Actinobacillus</I> <I>lignieresii</I> Brumpt 1910 (Approved Lists 1980)	aerobe
GCA_900635785	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	Actinobacillus lignieresii	<I>Actinobacillus</I> <I>lignieresii</I> Brumpt 1910 (Approved Lists 1980)	aerobe
GCA_000188255	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	Actinobacillus ureae	<I>Actinobacillus</I> <I>ureae</I> (Jones 1962) Mutters et al. 1986	microaerophile
GCA_004345645	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinocrispum	Actinocrispum wychmicini	<I>Actinocrispum</I> <I>wychmicini</I> Hatano et al. 2016	aerobe
GCA_008923365	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinomadura	Actinomadura montaniterrae	<I>Actinomadura</I> <I>montaniterrae</I> Songsumanus et al. 2016	aerobe
GCA_008923185	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinomadura	Actinomadura rudentiformis	<I>Actinomadura</I> <I>rudentiformis</I> Le Roes and Meyers 2007	aerobe
GCA_002072175	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces gaoshouyii	<I>Actinomyces</I> <I>gaoshouyii</I> Meng et al. 2017	facultative anaerobe
GCA_002076915	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces gaoshouyii	<I>Actinomyces</I> <I>gaoshouyii</I> Meng et al. 2017	facultative anaerobe
GCA_002871975	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces graevenitzii	<I>Actinomyces</I> <I>graevenitzii</I> Pascual Ramos et al. 1997	facultative anaerobe
GCA_900637165	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces howellii	<I>Actinomyces</I> <I>howellii</I> Dent and Williams 1984	anaerobe
GCA_006546835	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces johnsonii	<I>Actinomyces</I> <I>johnsonii</I> Henssge et al. 2009	anaerobe
GCA_008693165	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces johnsonii	<I>Actinomyces</I> <I>johnsonii</I> Henssge et al. 2009	anaerobe
GCA_001907245	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces liubingyangii	<I>Actinomyces</I> <I>liubingyangii</I> Meng et al. 2017	facultative anaerobe
GCA_001907275	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces liubingyangii	<I>Actinomyces</I> <I>liubingyangii</I> Meng et al. 2017	facultative anaerobe
GCA_001937475	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces naeslundii	<I>Actinomyces</I> <I>naeslundii</I> Thompson and Lovestedt 1951 (Approved Lists 1980)	anaerobe
GCA_001937595	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces naeslundii	<I>Actinomyces</I> <I>naeslundii</I> Thompson and Lovestedt 1951 (Approved Lists 1980)	anaerobe
GCA_001937605	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces naeslundii	<I>Actinomyces</I> <I>naeslundii</I> Thompson and Lovestedt 1951 (Approved Lists 1980)	anaerobe
GCA_001937615	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces naeslundii	<I>Actinomyces</I> <I>naeslundii</I> Thompson and Lovestedt 1951 (Approved Lists 1980)	anaerobe
GCA_001937735	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces naeslundii	<I>Actinomyces</I> <I>naeslundii</I> Thompson and Lovestedt 1951 (Approved Lists 1980)	anaerobe
GCA_001956355	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces naeslundii	<I>Actinomyces</I> <I>naeslundii</I> Thompson and Lovestedt 1951 (Approved Lists 1980)	anaerobe
GCA_001956365	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces naeslundii	<I>Actinomyces</I> <I>naeslundii</I> Thompson and Lovestedt 1951 (Approved Lists 1980)	anaerobe
GCA_001956415	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces naeslundii	<I>Actinomyces</I> <I>naeslundii</I> Thompson and Lovestedt 1951 (Approved Lists 1980)	anaerobe
GCA_001956435	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces naeslundii	<I>Actinomyces</I> <I>naeslundii</I> Thompson and Lovestedt 1951 (Approved Lists 1980)	anaerobe
GCA_001956475	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces naeslundii	<I>Actinomyces</I> <I>naeslundii</I> Thompson and Lovestedt 1951 (Approved Lists 1980)	anaerobe
GCA_001856685	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces tangfeifanii	<I>Actinomyces</I> <I>tangfeifanii</I> Meng et al. 2018	facultative anaerobe
GCA_001687305	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces vulturis	<I>Actinomyces</I> <I>vulturis</I> Meng et al. 2017	facultative anaerobe
GCA_001921205	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinophytocola	Actinophytocola xanthii	<I>Actinophytocola</I> <I>xanthii</I> Wang et al. 2017	aerobe
GCA_900116555	Bacteria	Actinobacteria	Actinobacteria	Actinopolysporales	Actinopolysporaceae	Actinopolyspora	Actinopolyspora righensis	<I>Actinopolyspora</I> <I>righensis</I> Meklat et al. 2014	aerobe
GCA_900100925	Bacteria	Actinobacteria	Actinobacteria	Actinopolysporales	Actinopolysporaceae	Actinopolyspora	Actinopolyspora saharensis	<I>Actinopolyspora</I> <I>saharensis</I> Meklat et al. 2013	aerobe
GCA_009733795	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae	Actinotalea	Actinotalea caeni	<I>Actinotalea</I> <I>caeni</I> Jin et al. 2017	aerobe
GCA_003957255	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinotignum	Actinotignum sanguinis	<I>Actinotignum</I> <I>sanguinis</I> Yassin et al. 2015	anaerobe
GCA_002201475	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Acutalibacter	Acutalibacter muris	<I>Acutalibacter</I> <I>muris</I> Lagkouvardos et al. 2016	anaerobe
GCA_009917305	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Acutalibacter	Acutalibacter muris	<I>Acutalibacter</I> <I>muris</I> Lagkouvardos et al. 2016	anaerobe
GCA_003725335	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Adlercreutzia	Adlercreutzia caecicola	<I>Adlercreutzia</I> <I>caecicola</I> (Clavel et al. 2013) Nouioui et al. 2018	obligate anaerobe
GCA_005046025	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Adlercreutzia	Adlercreutzia caecicola	<I>Adlercreutzia</I> <I>caecicola</I> (Clavel et al. 2013) Nouioui et al. 2018	obligate anaerobe
GCA_008831045	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Adlercreutzia	Adlercreutzia muris	<I>Adlercreutzia</I> <I>muris</I> (Lagkouvardos et al. 2016) Nouioui et al. 2018	anaerobe
GCA_009927985	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Adlercreutzia	Adlercreutzia muris	<I>Adlercreutzia</I> <I>muris</I> (Lagkouvardos et al. 2016) Nouioui et al. 2018	anaerobe
GCA_002384805	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Advenella	Advenella kashmirensis	<I>Advenella</I> <I>kashmirensis</I> (Ghosh et al. 2005) Gibello et al. 2009	aerobe
GCA_003533245	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Advenella	Advenella kashmirensis	<I>Advenella</I> <I>kashmirensis</I> (Ghosh et al. 2005) Gibello et al. 2009	aerobe
GCA_001573155	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aequorivita	Aequorivita aquimaris	<I>Aequorivita</I> <I>aquimaris</I> (Thevarajoo et al. 2016) García-López et al. 2020	aerobe
GCA_002259595	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Aeriscardovia	Aeriscardovia aeriphila	<I>Aeriscardovia</I> <I>aeriphila</I> Simpson et al. 2004	anaerobe
GCA_000425085	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	Aerococcus urinaeequi	<I>Aerococcus</I> <I>urinaeequi</I> (Garvie 1988) Felis et al. 2005	facultative anaerobe
GCA_001543205	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	Aerococcus urinaeequi	<I>Aerococcus</I> <I>urinaeequi</I> (Garvie 1988) Felis et al. 2005	facultative anaerobe
GCA_900167475	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium	Aeromicrobium choanae	<I>Aeromicrobium</I> <I>choanae</I> Ber et al. 2017	obligate aerobe
GCA_004134885	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium	Aeromicrobium fastidiosum	<I>Aeromicrobium</I> <I>fastidiosum</I> (Collins and Stackebrandt 1989) Tamura and Yokota 1994	aerobe
GCA_000820305	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas dhakensis	<I>Aeromonas</I> <I>dhakensis</I> (Huys et al. 2002) Beaz-Hidalgo et al. 2015	aerobe
GCA_000819705	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas dhakensis	<I>Aeromonas</I> <I>dhakensis</I> (Huys et al. 2002) Beaz-Hidalgo et al. 2015	facultative aerobe
GCA_000014805	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas hydrophila	<I>Aeromonas</I> <I>hydrophila</I> (Chester 1901) Stanier 1943 (Approved Lists 1980)	aerobe
GCA_001999685	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas hydrophila	<I>Aeromonas</I> <I>hydrophila</I> (Chester 1901) Stanier 1943 (Approved Lists 1980)	aerobe
GCA_900445175	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas hydrophila	<I>Aeromonas</I> <I>hydrophila</I> (Chester 1901) Stanier 1943 (Approved Lists 1980)	aerobe
GCA_000820325	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas hydrophila subsp. ranae	<I>Aeromonas</I> <I>hydrophila</I> subsp. <I>ranae</I> Huys et al. 2003	aerobe
GCA_006043955	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas salmonicida subsp. achromogenes	<I>Aeromonas</I> <I>salmonicida</I> subsp. <I>achromogenes</I> (Smith 1963) Schubert 1967 (Approved Lists 1980)	aerobe
GCA_006044015	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas salmonicida subsp. achromogenes	<I>Aeromonas</I> <I>salmonicida</I> subsp. <I>achromogenes</I> (Smith 1963) Schubert 1967 (Approved Lists 1980)	aerobe
GCA_006044035	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas salmonicida subsp. achromogenes	<I>Aeromonas</I> <I>salmonicida</I> subsp. <I>achromogenes</I> (Smith 1963) Schubert 1967 (Approved Lists 1980)	aerobe
GCA_006044075	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas salmonicida subsp. achromogenes	<I>Aeromonas</I> <I>salmonicida</I> subsp. <I>achromogenes</I> (Smith 1963) Schubert 1967 (Approved Lists 1980)	aerobe
GCA_006246315	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas salmonicida subsp. achromogenes	<I>Aeromonas</I> <I>salmonicida</I> subsp. <I>achromogenes</I> (Smith 1963) Schubert 1967 (Approved Lists 1980)	aerobe
GCA_001908535	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas veronii	<I>Aeromonas</I> <I>veronii</I> Hickman-Brenner et al. 1988	aerobe
GCA_000820285	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas veronii	<I>Aeromonas</I> <I>veronii</I> Hickman-Brenner et al. 1988	aerobe
GCA_001006325	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Afipia	Afipia massiliensis	<I>Afipia</I> <I>massiliensis</I> La Scola et al. 2002	aerobe
GCA_002157225	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Agarilytica	Agarilytica rhodophyticola	<I>Agarilytica</I> <I>rhodophyticola</I> Ling et al. 2017	aerobe
GCA_000209935	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	<I>Agathobacter</I> <I>rectalis</I> (Hauduroy et al. 1937) Rosero et al. 2016	anaerobe
GCA_001404855	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	<I>Agathobacter</I> <I>rectalis</I> (Hauduroy et al. 1937) Rosero et al. 2016	anaerobe
GCA_001405295	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	<I>Agathobacter</I> <I>rectalis</I> (Hauduroy et al. 1937) Rosero et al. 2016	anaerobe
GCA_001406375	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	<I>Agathobacter</I> <I>rectalis</I> (Hauduroy et al. 1937) Rosero et al. 2016	anaerobe
GCA_001406835	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	<I>Agathobacter</I> <I>rectalis</I> (Hauduroy et al. 1937) Rosero et al. 2016	anaerobe
GCA_003122495	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	<I>Agathobacter</I> <I>rectalis</I> (Hauduroy et al. 1937) Rosero et al. 2016	anaerobe
GCA_003436035	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	<I>Agathobacter</I> <I>rectalis</I> (Hauduroy et al. 1937) Rosero et al. 2016	anaerobe
GCA_003436785	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	<I>Agathobacter</I> <I>rectalis</I> (Hauduroy et al. 1937) Rosero et al. 2016	anaerobe
GCA_003438175	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	<I>Agathobacter</I> <I>rectalis</I> (Hauduroy et al. 1937) Rosero et al. 2016	anaerobe
GCA_003438365	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	<I>Agathobacter</I> <I>rectalis</I> (Hauduroy et al. 1937) Rosero et al. 2016	anaerobe
GCA_002735305	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Agathobacter	Agathobacter ruminis	<I>Agathobacter</I> <I>ruminis</I> Rosero et al. 2016	obligate anaerobe
GCA_000701665	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Agathobaculum	Agathobaculum desmolans	<I>Agathobaculum</I> <I>desmolans</I> (Morris et al. 1986) Ahn et al. 2016	obligate anaerobe
GCA_000226495	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	Aggregatibacter aphrophilus	<I>Aggregatibacter</I> <I>aphrophilus</I> (Khairat 1940) N?rskov-Lauritsen and Kilian 2006	microaerophile
GCA_900636915	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	Aggregatibacter aphrophilus	<I>Aggregatibacter</I> <I>aphrophilus</I> (Khairat 1940) N?rskov-Lauritsen and Kilian 2006	microaerophile
GCA_001680805	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	Aggregatibacter aphrophilus	<I>Aggregatibacter</I> <I>aphrophilus</I> (Khairat 1940) N?rskov-Lauritsen and Kilian 2006	microaerophile
GCA_003130095	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	Aggregatibacter segnis	<I>Aggregatibacter</I> <I>segnis</I> (Kilian 1977) N?rskov-Lauritsen and Kilian 2006	microaerophile
GCA_000421945	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Agrobacterium	Agrobacterium radiobacter	<I>Agrobacterium</I> <I>radiobacter</I> (Beijerinck and van Delden 1902) Conn 1942 (Approved Lists 1980)	aerobe
GCA_008801385	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Agrobacterium	Agrobacterium radiobacter	<I>Agrobacterium</I> <I>radiobacter</I> (Beijerinck and van Delden 1902) Conn 1942 (Approved Lists 1980)	aerobe
